Timestamp,Irradiance (W/m²),Temp (°C),Humidity (%),Rain (mm),Wind (m/s)
2021-07-10 10:00,789.23,34.59,56.82,0,3.29
2021-07-10 11:00,618.29,35.17,50.51,0,3.99
2021-07-10 12:00,751.23,32.54,48.67,0,4.57
2021-07-10 13:00,524.77,31.79,41.17,0,3.79
2021-07-10 14:00,553.34,33.82,48.6,0,4.25
2021-07-10 15:00,602.52,35.73,46.47,0,3.32
2021-07-10 16:00,446.41,32.46,42.92,0.29,2.97
2021-07-10 17:00,389.93,30.31,70.43,0,2.93
2021-07-10 18:00,240.32,32.3,70.4,0,2.77
2021-07-10 19:00,30.88,29.94,85.53,0,2.33
2021-07-10 20:00,0,28.92,78.68,0,1.65
2021-07-10 21:00,27.8,26.65,73.81,0,1.56
2021-07-10 22:00,0,26.66,87.04,0,2.14
2021-07-10 23:00,0,30.3,75.03,0,2.99
2021-07-11 00:00,0,29.07,74.37,0,2.17
2021-07-11 01:00,25.13,27.78,82.28,0,1.44
2021-07-11 02:00,0,28.02,68.62,0,2.91
2021-07-11 03:00,0,28.02,63.94,0,2.71
2021-07-11 04:00,8.31,28.57,67.84,0,2.05
2021-07-11 05:00,0,28.19,82.99,0,3.68
2021-07-11 06:00,103.31,29.89,84.34,0,3.34
2021-07-11 07:00,285.06,31.78,59.41,0,2.98
2021-07-11 08:00,214.15,30.52,55.42,0,2.8
2021-07-11 09:00,478.34,32.22,54.91,0,4.12
2021-07-11 10:00,519.53,33.96,58.54,0,3.16
2021-07-11 11:00,662.3,35.3,59.71,0,3.72
2021-07-11 12:00,691.54,34.48,53.12,0,3.59
2021-07-11 13:00,627.86,35.89,46.85,0,4.33
2021-07-11 14:00,857.12,35.22,53.14,0,4.0
2021-07-11 15:00,421.86,32.76,52.29,0,2.52
2021-07-11 16:00,395.45,32.65,52.55,0,3.24
2021-07-11 17:00,447.96,34.52,70.13,0,2.56
2021-07-11 18:00,199.03,30.23,71.05,0,3.25
2021-07-11 19:00,64.3,29.22,73.64,0,1.3
2021-07-11 20:00,0,29.67,79.29,0,1.78
2021-07-11 21:00,2.76,25.97,79.95,0,2.43
2021-07-11 22:00,0,26.43,69.41,0,1.61
2021-07-11 23:00,0,26.7,83.83,0,2.09
2021-07-12 00:00,0,28.34,71.73,0,1.71
2021-07-12 01:00,0,27.48,85.11,0,1.82
2021-07-12 02:00,0,25.38,74.22,0,2.46
2021-07-12 03:00,25.61,29.74,78.78,0,1.52
2021-07-12 04:00,0,29.28,66.56,0,2.19
2021-07-12 05:00,6.18,28.68,72.15,0,2.06
2021-07-12 06:00,99.52,27.21,81.93,0,1.81
2021-07-12 07:00,89.47,31.7,67.14,7.89,2.96
2021-07-12 08:00,425.65,30.9,68.4,0,4.04
2021-07-12 09:00,471.53,31.22,65.66,0,2.2
2021-07-12 10:00,632.64,32.92,59.38,0,2.49
2021-07-12 11:00,725.51,34.48,41.16,0,4.68
2021-07-12 12:00,497.25,34.44,47.28,0.22,3.55
2021-07-12 13:00,815.59,36.77,57.7,0,4.19
2021-07-12 14:00,896.24,33.58,48.05,0,2.71
2021-07-12 15:00,585.15,34.76,58.1,0,4.32
Timestamp,Irradiance (W/m²),Temp (°C),Humidity (%),Rain (mm),Wind (m/s)
2021-07-12 16:00,435.34,31.99,59.0,0,1.92
2021-07-12 17:00,187.95,31.53,69.44,0,3.46
2021-07-12 18:00,185.4,35.57,68.34,0,2.35
2021-07-12 19:00,46.26,29.59,66.68,0,2.48
2021-07-12 20:00,12.02,28.39,73.04,2.81,2.34
2021-07-12 21:00,0,27.87,77.36,0,1.47
2021-07-12 22:00,0,31.31,80.99,0,2.07
2021-07-12 23:00,18.88,28.64,78.95,0,2.4
2021-07-13 00:00,0,27.86,80.42,0,2.54
2021-07-13 01:00,9.84,28.9,78.64,0,2.11
2021-07-13 02:00,21.44,28.95,83.31,0,2.12
2021-07-13 03:00,0,28.25,81.56,0,1.71
2021-07-13 04:00,33.17,28.99,83.79,0,2.27
2021-07-13 05:00,0,28.78,80.38,0,3.31
2021-07-13 06:00,75.66,28.68,77.23,0,2.0
2021-07-13 07:00,170.03,28.15,61.76,0,3.45
2021-07-13 08:00,326.87,34.72,63.88,0,2.23
2021-07-13 09:00,691.78,32.1,65.35,0,2.78
2021-07-13 10:00,845.36,34.39,49.81,0,4.32
2021-07-13 11:00,552.49,35.96,51.31,0,2.49
2021-07-13 12:00,693.77,34.48,46.59,0,3.08
2021-07-13 13:00,954.89,35.05,55.46,0,4.15
2021-07-13 14:00,703.66,35.48,52.3,0,2.86
2021-07-13 15:00,803.85,33.68,54.1,0,3.1
2021-07-13 16:00,414.24,35.1,54.51,0,4.07
2021-07-13 17:00,419.73,34.18,72.11,0,2.55
2021-07-13 18:00,229.48,33.41,64.24,0,2.77
2021-07-13 19:00,41.66,28.55,75.35,0,2.5
2021-07-13 20:00,19.32,24.56,78.72,0,2.55
2021-07-13 21:00,19.05,30.02,79.7,0,3.19
2021-07-13 22:00,0,29.75,81.45,0,0.79
2021-07-13 23:00,15.28,29.73,86.09,0,1.78
2021-07-14 00:00,0,26.39,74.74,0,1.45
2021-07-14 01:00,17.48,25.83,79.65,7.64,1.35
2021-07-14 02:00,0,24.8,72.25,0,1.91
2021-07-14 03:00,0,25.2,84.25,0,2.67
2021-07-14 04:00,9.67,28.22,69.38,0,2.87
2021-07-14 05:00,10.06,30.16,84.74,0,1.6
2021-07-14 06:00,76.61,27.92,71.53,0,2.19
2021-07-14 07:00,300.91,30.04,63.61,0,2.55
2021-07-14 08:00,335.66,31.71,62.82,6.32,3.35
2021-07-14 09:00,519.27,30.42,49.19,0,3.55
2021-07-14 10:00,550.08,33.9,53.27,0,3.04
2021-07-14 11:00,822.94,34.1,50.41,0,3.27
2021-07-14 12:00,617.73,35.28,43.73,0,2.61
2021-07-14 13:00,877.79,36.09,51.57,0,3.21
2021-07-14 14:00,908.64,37.07,50.9,0,4.5
2021-07-14 15:00,647.61,36.5,57.62,0,2.29
2021-07-14 16:00,525.94,34.52,63.89,0,2.5
2021-07-14 17:00,387.92,32.31,73.64,0,3.74
2021-07-14 18:00,201.23,31.13,70.17,0,3.48
2021-07-14 19:00,49.63,28.98,80.05,0,1.16
2021-07-14 20:00,24.75,26.47,77.11,0,2.05
2021-07-14 21:00,9.02,29.6,86.02,0,1.9
2021-07-14 22:00,1.41,28.07,80.99,0,2.75
2021-07-14 23:00,1.57,26.14,79.97,0,3.38
2021-07-15 00:00,11.65,28.66,69.27,0,1.77
2021-07-15 01:00,0,27.61,74.98,0,1.75
2021-07-15 02:00,28.09,28.02,76.22,0,2.59
2021-07-15 03:00,4.59,26.31,87.5,0,3.19
2021-07-15 04:00,0,28.71,86.56,0,2.31
2021-07-15 05:00,24.03,29.42,81.98,0,1.7
2021-07-15 06:00,105.91,28.65,72.68,0,1.71
2021-07-15 07:00,252.91,31.81,57.55,0,1.3
2021-07-15 08:00,335.63,32.05,64.05,0,2.6
2021-07-15 09:00,490.81,35.1,49.49,0,2.53
2021-07-15 10:00,679.59,36.43,51.82,0,3.99
2021-07-15 11:00,846.03,34.28,53.89,0,3.14
2021-07-15 12:00,728.79,33.91,57.09,0,3.36
2021-07-15 13:00,770.08,34.93,51.99,0,3.66
2021-07-15 14:00,676.94,33.15,50.58,0,3.93
2021-07-15 15:00,724.4,36.24,64.59,0,3.53
2021-07-15 16:00,454.77,33.14,56.97,0,2.85
2021-07-15 17:00,278.34,30.56,70.76,0,3.06
2021-07-15 18:00,165.62,31.65,64.52,0,1.69
2021-07-15 19:00,88.33,31.36,75.63,0,2.44
2021-07-15 20:00,43.17,25.43,75.19,0,3.46
2021-07-15 21:00,0,27.5,86.47,0,1.85
2021-07-15 22:00,11.03,26.95,74.1,0,1.96
2021-07-15 23:00,0,27.02,82.4,0,2.14
2021-07-16 00:00,5.74,24.68,70.68,0,2.18
2021-07-16 01:00,0,28.95,75.95,2.83,1.69
2021-07-16 02:00,1.9,29.69,84.58,0,1.63
2021-07-16 03:00,0,26.15,88.28,0,1.77
2021-07-16 04:00,15.22,27.41,78.64,0,1.78
2021-07-16 05:00,11.18,28.76,75.71,0,1.43
2021-07-16 06:00,103.97,26.94,90.09,0,2.81
2021-07-16 07:00,192.34,30.75,68.03,0,2.95
2021-07-16 08:00,423.74,30.34,57.99,0,2.63
2021-07-16 09:00,581.16,31.22,61.48,0,2.64
2021-07-16 10:00,512.9,34.09,58.13,0,4.66
2021-07-16 11:00,764.21,34.74,47.89,0,3.74
2021-07-16 12:00,752.54,37.66,48.18,0,3.49
2021-07-16 13:00,805.31,35.43,49.02,0,4.02
2021-07-16 14:00,644.08,36.11,53.04,0,2.99
2021-07-16 15:00,515.13,35.41,60.25,0,3.1
2021-07-16 16:00,452.1,33.48,59.57,0,3.83
2021-07-16 17:00,368.79,30.87,60.66,0,4.57
2021-07-16 18:00,224.78,28.3,64.9,0,2.2
2021-07-16 19:00,62.61,29.52,71.51,0,2.1
2021-07-16 20:00,0,28.42,79.11,0,1.77
2021-07-16 21:00,13.36,27.52,85.39,0,2.32
2021-07-16 22:00,0,27.02,77.71,0,0.87
2021-07-16 23:00,14.3,27.23,85.04,0,3.3
2021-07-17 00:00,10.56,25.54,91.29,0,3.16
2021-07-17 01:00,0,29.61,79.64,0,1.65
2021-07-17 02:00,0,28.65,76.01,0,2.61
2021-07-17 03:00,0,28.48,80.21,0,2.18
2021-07-17 04:00,0,25.2,85.17,0,1.17
2021-07-17 05:00,0.32,27.19,80.3,0,2.83
2021-07-17 06:00,64.46,28.65,70.41,0,2.21
2021-07-17 07:00,262.85,30.02,79.53,0,2.34
2021-07-17 08:00,466.57,29.78,66.33,0,3.02
2021-07-17 09:00,474.52,37.25,66.99,0,3.75
2021-07-17 10:00,841.83,32.35,49.11,0,4.1
2021-07-17 11:00,568.36,33.01,52.46,0,3.83
2021-07-17 12:00,682.66,35.45,54.2,0,4.25
2021-07-17 13:00,805.06,36.78,56.92,0,3.36
2021-07-17 14:00,680.01,34.86,44.39,0,4.09
2021-07-17 15:00,768.85,36.5,53.87,0,3.15
2021-07-17 16:00,496.21,32.1,58.41,0,2.39
2021-07-17 17:00,244.88,33.02,64.93,0,3.38
2021-07-17 18:00,246.45,29.47,68.92,0,2.64
2021-07-17 19:00,39.79,30.15,82.1,0,0.84
2021-07-17 20:00,15.82,29.29,66.5,0,2.25
2021-07-17 21:00,0,27.65,79.68,0,1.74
2021-07-17 22:00,10.06,28.56,80.25,5.56,2.26
2021-07-17 23:00,4.68,25.51,80.76,0,2.29
2021-07-18 00:00,0,28.84,81.11,5.37,2.23
2021-07-18 01:00,10.7,27.51,81.12,0,1.94
2021-07-18 02:00,18.8,31.42,72.77,0,2.64
2021-07-18 03:00,0,26.89,75.52,0,2.06
2021-07-18 04:00,1.1,28.44,82.56,0,0.36
2021-07-18 05:00,10.17,28.6,68.59,0,2.17
2021-07-18 06:00,90.72,28.91,73.81,0,2.02
2021-07-18 07:00,231.41,30.73,71.66,0,2.67
2021-07-18 08:00,343.3,30.76,55.51,2.69,3.44
2021-07-18 09:00,471.71,31.73,64.35,0,3.16
2021-07-18 10:00,741.72,33.75,56.13,0,2.44
2021-07-18 11:00,713.76,39.27,48.55,0,3.64
2021-07-18 12:00,778.13,35.77,54.86,0,4.97
2021-07-18 13:00,557.72,34.92,55.67,0,3.59
2021-07-18 14:00,633.08,36.1,43.7,0,3.39
2021-07-18 15:00,772.06,36.95,51.13,0,2.88
2021-07-18 16:00,578.53,32.33,59.54,0,3.63
2021-07-18 17:00,311.45,32.54,66.05,0.64,3.18
2021-07-18 18:00,216.9,29.62,76.2,0,2.4
2021-07-18 19:00,72.28,31.16,77.57,0,1.05
2021-07-18 20:00,0,27.9,83.49,0,0.55
2021-07-18 21:00,18.72,28.31,83.08,0,1.85
2021-07-18 22:00,14.0,29.87,79.57,0,1.84
2021-07-18 23:00,0,28.04,76.52,0,1.41
2021-07-19 00:00,0,27.23,70.82,0,2.71
2021-07-19 01:00,0,29.11,86.17,0,2.02
2021-07-19 02:00,0,28.45,78.32,0,1.53
2021-07-19 03:00,37.38,28.53,76.53,0,2.47
2021-07-19 04:00,13.08,27.4,74.16,0,0.92
2021-07-19 05:00,14.07,28.51,77.37,0,2.32
2021-07-19 06:00,124.59,25.06,69.45,0,2.06
2021-07-19 07:00,334.69,29.87,62.55,0,3.28
2021-07-19 08:00,330.92,30.38,68.94,0,2.5
2021-07-19 09:00,409.96,33.72,46.29,0,3.3
2021-07-19 10:00,548.7,33.43,55.84,0,3.08
2021-07-19 11:00,665.15,33.67,52.86,0,3.37
2021-07-19 12:00,531.68,33.81,50.74,0,3.35
2021-07-19 13:00,858.92,33.49,46.4,0,3.57
2021-07-19 14:00,800.43,34.91,48.13,5.66,4.19
2021-07-19 15:00,758.51,38.06,54.56,0,2.65
2021-07-19 16:00,642.72,33.73,52.71,0,2.62
2021-07-19 17:00,429.66,33.14,69.57,0,3.8
2021-07-19 18:00,253.59,31.56,68.19,0,1.51
2021-07-19 19:00,26.84,29.08,71.48,0,1.86
2021-07-19 20:00,12.62,28.78,72.07,0,1.27
2021-07-19 21:00,10.32,28.2,81.04,0,2.61
2021-07-19 22:00,0,30.32,65.64,0,3.58
2021-07-19 23:00,21.1,29.02,86.66,0,1.09
2021-07-20 00:00,19.93,31.03,85.72,0,2.42
2021-07-20 01:00,0,24.53,66.83,0,2.02
2021-07-20 02:00,0,28.83,75.06,0,2.42
2021-07-20 03:00,0,27.25,77.96,0,1.69
2021-07-20 04:00,8.8,29.59,76.79,0,1.51
2021-07-20 05:00,0,30.59,75.44,0,2.87
2021-07-20 06:00,45.21,29.31,72.61,0,2.43
2021-07-20 07:00,290.75,29.58,73.4,0,1.84
2021-07-20 08:00,435.92,31.42,70.46,0,3.65
2021-07-20 09:00,578.92,31.79,65.86,0,2.25
2021-07-20 10:00,540.05,34.68,53.39,0,3.71
2021-07-20 11:00,830.34,37.39,58.69,0,3.13
2021-07-20 12:00,729.42,37.77,52.65,0,4.43
2021-07-20 13:00,789.16,36.5,47.79,0,2.28
2021-07-20 14:00,593.25,33.43,51.69,0,4.04
2021-07-20 15:00,812.1,34.43,63.03,0,3.76
2021-07-20 16:00,494.96,31.82,64.0,0,3.57
2021-07-20 17:00,308.45,32.09,69.17,0,1.9
2021-07-20 18:00,215.48,30.57,76.32,0,2.55
2021-07-20 19:00,45.9,27.62,78.37,0,2.97
2021-07-20 20:00,0,28.8,75.16,0,3.09
2021-07-20 21:00,0,25.67,81.94,0,2.12
2021-07-20 22:00,15.9,26.95,80.01,0,1.05
2021-07-20 23:00,21.22,29.61,65.62,0,2.82
2021-07-21 00:00,0,27.78,74.2,0,2.32
2021-07-21 01:00,0,28.03,83.03,0,1.46
2021-07-21 02:00,26.49,26.66,81.02,0,2.06
2021-07-21 03:00,0,25.8,71.78,0,2.98
2021-07-21 04:00,0.62,26.98,86.26,0,1.95
2021-07-21 05:00,0,26.85,79.72,0,2.34
2021-07-21 06:00,123.67,31.55,74.52,0,1.42
2021-07-21 07:00,320.74,30.32,64.87,0,2.3
2021-07-21 08:00,592.4,29.45,59.97,0,1.4
2021-07-21 09:00,566.47,31.95,54.89,0,4.06
2021-07-21 10:00,636.51,35.65,62.77,0,3.46
2021-07-21 11:00,974.28,37.34,43.66,0,2.85
2021-07-21 12:00,925.15,32.89,67.86,0,4.49
2021-07-21 13:00,512.19,32.76,53.5,0,3.82
2021-07-21 14:00,617.88,34.39,45.73,0,3.78
2021-07-21 15:00,635.54,36.18,47.92,0,3.51
2021-07-21 16:00,480.68,36.05,65.77,0,3.62
2021-07-21 17:00,298.39,35.63,57.41,0,2.46
2021-07-21 18:00,267.5,30.78,71.31,0,1.97
2021-07-21 19:00,85.8,30.37,73.87,0,1.65
2021-07-21 20:00,0,28.35,80.03,0,1.79
2021-07-21 21:00,23.22,27.44,93.86,0,2.27
2021-07-21 22:00,0,27.72,68.3,0,1.76
2021-07-21 23:00,24.66,28.65,77.1,7.62,2.41
2021-07-22 00:00,12.32,29.7,91.98,0,3.36
2021-07-22 01:00,16.28,30.23,75.82,0,3.34
2021-07-22 02:00,14.37,25.52,82.48,0,2.05
2021-07-22 03:00,0,25.56,71.06,0,2.14
2021-07-22 04:00,3.42,25.77,82.69,0,1.64
2021-07-22 05:00,0,28.19,74.35,0,2.85
2021-07-22 06:00,82.94,25.89,75.06,0,2.18
2021-07-22 07:00,226.36,29.06,70.46,0,3.0
2021-07-22 08:00,348.66,31.16,64.66,0.46,3.59
2021-07-22 09:00,509.19,33.73,53.75,0,3.05
2021-07-22 10:00,544.58,35.2,59.82,0,3.77
2021-07-22 11:00,642.26,35.86,49.02,0,4.52
2021-07-22 12:00,853.36,34.46,65.69,0,3.87
2021-07-22 13:00,682.11,32.96,52.25,0,3.45
2021-07-22 14:00,655.89,35.64,57.93,0,4.83
2021-07-22 15:00,841.97,33.3,42.97,0,2.16
2021-07-22 16:00,573.08,32.53,62.19,0,3.55
2021-07-22 17:00,427.02,32.9,66.83,0,2.57
2021-07-22 18:00,230.24,29.43,62.57,0,2.38
2021-07-22 19:00,31.63,30.05,78.14,0,2.63
2021-07-22 20:00,0,29.27,71.86,0,1.0
2021-07-22 21:00,2.15,28.06,71.53,0,1.39
2021-07-22 22:00,0,26.43,73.68,0,1.39
2021-07-22 23:00,0,26.88,73.21,0,1.04
2021-07-23 00:00,0,26.85,80.46,7.15,1.51
2021-07-23 01:00,0,28.12,72.7,2.38,3.09
2021-07-23 02:00,15.45,28.12,82.2,0,1.7
2021-07-23 03:00,14.45,26.17,81.4,0,2.63
2021-07-23 04:00,0,26.87,69.35,0,2.62
2021-07-23 05:00,0,27.15,77.96,0,1.16
2021-07-23 06:00,105.35,29.25,78.49,0,2.21
2021-07-23 07:00,233.87,30.08,72.72,0,2.26
2021-07-23 08:00,308.67,31.83,63.3,0,2.75
2021-07-23 09:00,601.26,33.64,54.9,7.03,3.83
2021-07-23 10:00,689.53,32.87,47.31,0,3.05
2021-07-23 11:00,978.13,34.96,52.95,0,3.34
2021-07-23 12:00,962.39,37.47,46.47,0.93,2.72
2021-07-23 13:00,1004.89,34.53,48.59,0,4.41
2021-07-23 14:00,729.21,34.01,47.59,0,4.03
2021-07-23 15:00,729.42,35.63,55.21,0,4.71
2021-07-23 16:00,572.76,31.79,66.29,0,3.01
2021-07-23 17:00,422.44,30.93,65.71,0,4.19
2021-07-23 18:00,271.23,32.9,61.57,0,3.01
2021-07-23 19:00,76.39,30.17,78.77,0,2.18
2021-07-23 20:00,0,30.34,81.81,0,1.25
2021-07-23 21:00,23.78,28.75,75.99,0,1.2
2021-07-23 22:00,17.51,27.2,71.09,0,2.13
2021-07-23 23:00,14.57,28.06,64.7,0,1.93
2021-07-24 00:00,4.05,25.46,75.09,0,1.73
2021-07-24 01:00,3.61,26.5,79.65,2.74,2.76
2021-07-24 02:00,0,31.27,91.25,0,2.94
2021-07-24 03:00,0,27.66,78.76,0,2.34
2021-07-24 04:00,0,28.37,68.45,0,2.39
2021-07-24 05:00,0,29.51,76.85,0,2.37
2021-07-24 06:00,90.34,27.86,68.24,0,3.09
2021-07-24 07:00,319.64,28.73,63.44,0,2.08
2021-07-24 08:00,478.25,31.81,53.58,0,2.82
2021-07-24 09:00,694.93,33.84,48.22,0,2.63
2021-07-24 10:00,524.78,33.83,51.84,7.12,2.73
2021-07-24 11:00,712.32,35.67,45.2,0,3.18
2021-07-24 12:00,822.77,33.4,53.09,0,1.81
2021-07-24 13:00,759.17,34.25,56.88,0,4.48
2021-07-24 14:00,780.68,35.59,54.71,0,3.56
2021-07-24 15:00,840.83,37.03,49.95,0,3.01
2021-07-24 16:00,557.97,34.36,63.81,0,2.95
2021-07-24 17:00,309.26,31.7,62.63,0,2.82
2021-07-24 18:00,191.44,32.03,63.81,0,1.8
2021-07-24 19:00,10.38,30.97,64.6,0,1.68
2021-07-24 20:00,4.45,26.0,71.73,0,1.46
2021-07-24 21:00,0,28.95,73.1,0,3.32
2021-07-24 22:00,7.05,26.52,82.57,0,3.08
2021-07-24 23:00,0,25.61,75.92,0,1.32
2021-07-25 00:00,0,29.37,83.39,0,1.53
2021-07-25 01:00,22.11,28.64,80.53,0,2.94
2021-07-25 02:00,28.96,28.13,79.06,0,2.23
2021-07-25 03:00,14.85,26.95,80.87,0,1.3
2021-07-25 04:00,9.99,29.59,78.94,0,2.59
2021-07-25 05:00,0,28.74,80.95,0,2.45
2021-07-25 06:00,98.64,27.46,80.56,0,1.9
2021-07-25 07:00,303.24,30.09,64.53,0,3.1
2021-07-25 08:00,481.3,31.65,60.17,0,3.02
2021-07-25 09:00,685.5,32.61,55.69,3.77,3.5
2021-07-25 10:00,817.67,32.62,56.43,0,3.27
2021-07-25 11:00,377.99,33.32,41.46,0,3.21
2021-07-25 12:00,849.06,34.16,47.05,0,2.27
2021-07-25 13:00,476.64,33.17,38.56,0,4.4
2021-07-25 14:00,581.26,35.42,47.55,0,5.23
2021-07-25 15:00,630.8,34.56,58.02,0,2.86
2021-07-25 16:00,612.22,33.08,58.95,0,2.67
2021-07-25 17:00,408.01,32.97,69.12,0,3.62
2021-07-25 18:00,287.98,32.56,68.72,0,2.32
2021-07-25 19:00,40.02,28.35,76.84,0,4.28
2021-07-25 20:00,6.09,30.29,78.92,0,3.0
2021-07-25 21:00,21.91,26.7,67.1,0,2.97
2021-07-25 22:00,0,28.5,69.55,0.34,2.72
2021-07-25 23:00,0,26.76,82.32,0,0.99
2021-07-26 00:00,27.6,27.94,77.26,0,2.9
2021-07-26 01:00,0.64,28.3,75.37,0,3.75
2021-07-26 02:00,13.29,27.22,87.02,0,1.54
2021-07-26 03:00,0,31.19,76.9,0,1.74
2021-07-26 04:00,0,29.33,72.32,0,1.23
2021-07-26 05:00,0,27.09,75.98,0,2.1
2021-07-26 06:00,84.23,27.02,72.97,0,2.46
2021-07-26 07:00,277.4,25.81,65.99,0,1.9
2021-07-26 08:00,510.19,33.28,59.6,0,4.58
2021-07-26 09:00,436.48,34.51,56.56,0,4.32
2021-07-26 10:00,851.46,34.33,51.17,0,2.81
2021-07-26 11:00,695.51,34.36,58.18,5.93,4.07
2021-07-26 12:00,634.68,35.85,52.15,0,3.33
2021-07-26 13:00,610.19,35.98,53.15,0,2.81
2021-07-26 14:00,812.1,35.69,54.68,0,4.19
2021-07-26 15:00,633.59,30.87,56.23,0,2.48
2021-07-26 16:00,620.61,33.99,60.15,2.57,3.36
2021-07-26 17:00,444.05,34.92,59.48,0,3.15
2021-07-26 18:00,176.43,30.13,68.29,0,3.59
2021-07-26 19:00,39.92,32.02,75.93,0,2.2
2021-07-26 20:00,0,27.0,74.28,0,2.36
2021-07-26 21:00,0,28.86,84.45,6.34,2.77
2021-07-26 22:00,22.03,27.25,74.49,0,2.08
2021-07-26 23:00,1.38,30.68,82.82,0,2.42
2021-07-27 00:00,0,26.83,89.57,0,2.56
2021-07-27 01:00,0,29.2,85.96,0,2.25
2021-07-27 02:00,7.55,29.51,67.79,0,2.36
2021-07-27 03:00,26.5,26.57,73.15,0,3.07
2021-07-27 04:00,0,27.04,84.88,0,1.66
2021-07-27 05:00,10.37,29.41,78.43,0,2.0
2021-07-27 06:00,79.48,28.26,83.14,0,2.2
2021-07-27 07:00,347.02,32.15,69.65,0,3.13
2021-07-27 08:00,461.71,32.02,63.42,0,3.33
2021-07-27 09:00,439.0,32.05,61.84,0,3.36
2021-07-27 10:00,511.3,32.52,60.47,0,4.82
2021-07-27 11:00,730.24,34.17,48.79,0,3.01
2021-07-27 12:00,551.29,34.45,54.29,0,2.81
2021-07-27 13:00,1126.86,34.25,59.35,1.24,2.71
2021-07-27 14:00,506.8,35.35,57.37,0,2.04
2021-07-27 15:00,870.02,34.79,51.99,0,3.14
2021-07-27 16:00,505.56,36.06,62.58,0,4.31
2021-07-27 17:00,538.27,31.82,70.13,0,3.32
2021-07-27 18:00,187.44,31.31,61.48,0,1.84
2021-07-27 19:00,38.25,31.31,73.15,0,1.24
2021-07-27 20:00,18.1,29.75,74.22,1.83,2.61
2021-07-27 21:00,0,28.78,83.98,0,1.61
2021-07-27 22:00,16.19,28.42,79.88,0,1.65
2021-07-27 23:00,0,28.45,71.98,0,2.55
2021-07-28 00:00,0,27.3,80.54,0,1.8
2021-07-28 01:00,30.08,29.43,69.41,0,2.12
2021-07-28 02:00,0,28.38,78.73,0,2.41
2021-07-28 03:00,0,30.61,76.05,0,1.69
2021-07-28 04:00,0,28.04,68.16,0,2.79
2021-07-28 05:00,13.81,25.64,72.96,0,2.61
2021-07-28 06:00,86.65,25.47,74.0,0,1.97
2021-07-28 07:00,249.29,28.3,58.11,0,2.58
2021-07-28 08:00,433.9,31.63,57.84,0,3.15
2021-07-28 09:00,756.79,34.09,52.49,0,3.03
2021-07-28 10:00,502.89,36.27,54.69,0,3.09
2021-07-28 11:00,631.98,32.93,52.7,0,2.77
2021-07-28 12:00,541.48,35.59,48.47,0,3.22
2021-07-28 13:00,591.03,33.76,61.55,0,2.23
2021-07-28 14:00,907.03,35.1,54.57,0,2.18
2021-07-28 15:00,593.25,34.72,53.44,0,3.38
2021-07-28 16:00,615.58,37.03,65.58,0,3.32
2021-07-28 17:00,291.72,32.72,60.57,0,2.89
2021-07-28 18:00,255.32,32.72,74.88,0,4.21
2021-07-28 19:00,43.23,29.41,78.16,0,3.0
2021-07-28 20:00,3.86,29.85,75.02,0,1.98
2021-07-28 21:00,9.98,28.04,83.57,0,2.48
2021-07-28 22:00,0,29.21,73.42,0,2.15
2021-07-28 23:00,14.57,26.87,75.09,0,1.15
2021-07-29 00:00,0,28.51,82.05,0,2.12
2021-07-29 01:00,9.71,27.49,72.55,0,1.91
2021-07-29 02:00,36.32,27.69,86.34,0,3.14
2021-07-29 03:00,0,26.97,59.27,0,2.29
2021-07-29 04:00,0,30.02,84.28,0,1.69
2021-07-29 05:00,0,27.94,86.28,0,2.68
2021-07-29 06:00,134.68,28.93,70.06,1.01,2.91
2021-07-29 07:00,296.54,28.27,75.47,0,3.07
2021-07-29 08:00,392.53,32.53,52.45,0,3.33
2021-07-29 09:00,571.51,34.28,56.05,0,3.45
2021-07-29 10:00,721.51,32.88,57.29,5.43,3.71
2021-07-29 11:00,565.85,31.98,45.35,0,2.77
2021-07-29 12:00,924.0,34.97,50.29,0,3.87
2021-07-29 13:00,1067.25,35.78,55.56,0,4.08
2021-07-29 14:00,817.83,34.31,48.21,0,3.98
2021-07-29 15:00,903.24,35.12,52.42,0,3.61
2021-07-29 16:00,609.21,34.03,66.29,0,3.57
2021-07-29 17:00,356.41,33.23,59.96,0,3.29
2021-07-29 18:00,246.69,32.16,62.13,0,3.07
2021-07-29 19:00,36.13,31.92,79.17,0,2.25
2021-07-29 20:00,0,29.8,91.36,0,3.27
2021-07-29 21:00,0,24.39,76.13,0,1.61
2021-07-29 22:00,0,29.03,72.47,0,1.48
2021-07-29 23:00,0,29.45,78.88,0,3.13
2021-07-30 00:00,24.77,29.03,74.88,0,2.24
2021-07-30 01:00,16.22,28.53,77.01,0,2.58
2021-07-30 02:00,9.63,25.04,69.62,0,1.93
2021-07-30 03:00,0,26.01,61.61,0,1.95
2021-07-30 04:00,3.83,28.77,73.59,0,0.72
2021-07-30 05:00,0,27.02,74.33,0,1.17
2021-07-30 06:00,115.57,27.85,75.04,0,2.79
2021-07-30 07:00,253.43,29.38,69.34,0,3.0
2021-07-30 08:00,309.31,31.35,65.27,0,2.59
2021-07-30 09:00,419.47,33.43,57.95,0,3.85
2021-07-30 10:00,760.08,33.66,51.62,0,3.14
2021-07-30 11:00,703.55,34.97,50.41,0,2.45
2021-07-30 12:00,802.68,32.67,58.08,0,4.52
2021-07-30 13:00,925.1,36.98,49.98,0,4.47
